name,title,rating,date,text,helpful_vote
Rakesh das,Packaging it's very cheap ??,1,25-Jun-22,I expected amazon packaging it's very goodBut I received very cheap packaging ??,
Arun Nijapkar,It's a really good quality and original thank you Amazon for supply original product,5,15-Feb-19,It's a really original quality please keep original quality and give 2 thank you Amazon,
Amazon Customer,Do not by glanbia imported protien they are fake,1,18-Feb-20,"Do not buy on whey protien imported by glanbia, they ahe fooling people. I have received  fake product which doent contain scoop also taste is totally disffrest as have used whey protein earlier. Go for bright comodities.",
Raj Ahmed,It is a fake product...please don?? buy it ...the code in invalid when try to authenticate,1,20-Jul-22,Fake product,
Varun singh,100% genuine n good package by amazon,5,10-Oct-16,I was so scared to order this from amazon because this product has been abused so much in India. But I decided to try it out. And thank god it turned out to be a 100% genuine product. Ps. Cookies n cream flavor is not that good but the results are great.,
Sandeep Reddy,Excellent,5,25-Dec-19,Excellent,
YASH V.,Authenticity of the product,2,22-Jul-19,"Don't know its a fake or real one. Order two tub and both tub have different designs, different smell.There should be a proper instructions given by company itself or by importer  to check the authenticity of the product.",
Rahul Nag,Genuine product..But try other flavours,4,30-Jul-22,Genuine product,
Sujit Mondal,Osome Quality And Value For Money,5,29-Aug-21,Osome Quality And Value For Money,
Madhav kumar,Seems fake,1,1-May-21,Seems I have received an fake whey protein.... It's not at all mixing with water or milk... Getting lumps and unable to clear that... Please verify before doing,
Rahul kumar,Not genuine product,1,20-Oct-21,"This product is not genuine , it's better to buy from nutrabay. I am not happy with customer service of Amazon also.",
Deep Sarani,Good protein powder.,5,5-Mar-21,"Good product for beginners,I would say go with this product as you want to build muscles as well result is good.",
Atham Solomon,Somewhat It's bitter in taste,3,1-Feb-22,It's tasting bitter. I always expect genuine products from Amazon but I hope this time I received not the original one,
Sanjit das,Optimum nutrition is good really company for bodybuilders,5,8-May-20,Overall very good product.Authentication is verified.,
vikram sah,Value for money,5,6-Jan-22,Good quality,
Satish,Worst product quality,1,19-May-21,The product seems adulterated. Though the code gets verified. And the return policy is useless and namesake. The glanbia customer care doesn't respond.,
John Rajadurai,Optimum Nutrition (ON) Gold Standard Whey,5,24-Feb-19,Got a genuine product from CloudTail seller.Double rich chocolate flavour tastes great.,
Syed habibur Rahman,Not sure if genuine,3,14 April 2021,"I have ON Nutrition products from 3months. For this flavour I got the spoon in white color and it is transparent one. Not sure,if this is genuine one.",
Naveen ravipalli,Fake/altered product,1,12-Mar-21,"Product is duplicated/altered, check the pictures",
Yugpriya,Quality products,4,6-Jun-21,??,
SIraj ahmed,this is a source of galembiya protein powder.,5,22-Dec-20,"It,s good supplyment and on is a good supplyment company.",
Amazon Customer,DAMAGED PACKAGING,2,18-Aug-21,I recieved a damaged product.Pictures are attached.,
Ganesh Rode,Fame product. Dont buy,1,15-Sep-20,Fake product. Isolates is written at the place of Isolate,
Amazon Customer,Dont worry if scoop color is not gold,5,6-Mar-21,No golden scoop..its not fake..ON has changed it...please see attached image..,
Sandeep,Best whey,5,12-Jul-19,Not so thick when mixed in water and by far the best whey available in the market,
Anuran Mondal,Fake whey.. The scoop inside is white color,1,7-Mar-21,Got a fake product.. The scoop inside is in white color,
Priyanka Agrawal,"No seal, box open and looks fake",1,12-Jun-19,"There was no seal on the product and the box was open totally with no cover on lid. Furthermore, I have sent out retirj request but nobody has come for pick up since past 3 days in spite of numerous calls.",
Vamsee,Original product,5,16-Nov-20,Original product,
Amazon Customer,Great product,5,3-Jun-20,Genuine product. Great for bodybuilding,
KUNAL BISWAS,"The container was tampered, the replacement container was also ...",2,16-Jun-18,"The container was tampered, the replacement container was also tampered, I asked for refund and got refund, pictures are added for further insight.",
Rishabh makwana,FAKE PRODUCT DON?? BUY IT !!!,1,27-Mar-22,"PRODUCT IS FAKE!!!! IT HAS DIFFERENT TASTE, DIFFERENT CONTAINER, AND IT DOESN?? DISSOLVE COMPLETELY",
amit,Fake product,2,20-May-21,Product looks fake and no seal was on top,
SIVAPRASAD M,100%fake,1,28-Jun-22,Don't match code,
JJ7,I think it's the best protein supplement available on the market,5,26-Oct-19,Since I started taking it I've seen a significant improvement in my recovery time and muscle growth. I highly recommend it to anyone who wants to supplement their diet with more protein,
Harish,Decent powder,4,5-Nov-21,"Decent powder, just taste could be improved.",
Dheerajkumar,ON protein good quality,5,11-Aug-19,Product is very gud .. taste could be bettr. I have found agency logo n baar code bt inside the jar i supposed to see a one more cover or seal which is missing.But overall its looks original some digest prblem is. Der,
Rama Chandra Dalai,Best ??,4,1 April 2022,Flavour is good Ones.,
Bidyut,I am giving 5 stars,5,25-Sep-17,I am giving 5 stars for its genuine product.. but Strawberry flavour is not tasty,
Punit Mendon,Five Stars,5,11-Dec-17,Excellent delivery speed by amzon. ON gold does not need any review. The best whey protien brand.,
Chinmay,Duplicate product...never buy protein suppliments from Amazon,1,4-Jan-21,"Duplicate product, delivery boy not picking the product for refund saying its opened.No seal on the jar, no bar code",
nitin,Not Worth It.,1,5-Dec-18,I can't see any positive signs of using this product . used ON's product for the first time but not worth the money .,
Amazon Customer,Genuine product,5,23-Jun-19,"In thus market of fake products, these products sold by cloudtail are all genuine. I am a repeat customer and so are my friends.",
Lion,Best ??,5,21-Oct-20,Taste is very very good and I authenticated the originality.. it is original. So happy..,
irfan boghani,Awesome product ??,5,12 April 2021,Seep and feel energy ??,
Pankaj singh,Fake product,1,9-Jan-22,Don't buy fully fake pls..,
Amit,Fake Product Alert,1,30-Dec-19,Fake Product. I found white particles inside the box.,
Aqib Ul Rehman,Don't buy.... Its not original,1,11-Jul-21,They sent me unsealed pack.... Dont buy.. Its not original,
Sai Preetham PV,Got fake one,1,7-Sep-19,I bought it twice till now. I got a fake one the second time. Severe stomach ache. Even my gym trainer tasted and said that it is fake. Don't get it from Cloudtail.,
Jancy mary,Five Stars,5,24-Nov-17,Very Good taste. Original genunie product for Amazon You can trust cloutail  india seller,
Amazon Customer,Fake Product-Fake packing,1,18-Jun-19,"Totally fake product....Only packaging standards are as per the ON.Extra sweetness, even One scoop in 180 ml water can?? make it little thick.Totally disappointed with product.",
vishal singh,Original Product,5,23-Aug-19,"I received my order today and I am happy to share that I have received original product, I was little bit worried from other people comments but finally I am satisfied and would like to recommend you guys as well.Thanks Amazon.",
Nitesh dupare,This protein test,1,31-Oct-21,"This protein test is very dirty, I have used it before but there was no such test, it seems to be mixed something",
ravi,100% Original,5,28-Feb-18,Please dont waste your money on HealthkartAmazone is giving genuine product but it should be from CLOUDTAIL seller.,
Ashish,Nice,5,4 April 2021,Nice,
Nilay katiyar,Never buy suppliment online ??,1,25-Jul-21,Delivery box seal was broken when I received the product and I had to face a lot struggle for returning that.,
Rakesh Yadav,Good Flavour,4,14-May-21,Flavour is awesome. But a little costly.,
Unknown,GOOD PRODUCT AND GOOD RESULTS,5,4 April 2018,Hey....! Don't be afraid about fake one amazon selling good product and thanks to could tailAnd next i want to share about results ..you must do heavy workout and take the shake it gives you good results ... I am happy now ????,
Om Gupta,Fake !!,1,28-Aug-20,I can't find the product whether it is original or not.When I put the secret code it is not matching on the on optimum Nutrition authentication site,
Amazon Customer,ON Gold Standard Whey Protein,1,19-Jan-19,"Did not suit me nor my husband! I had an upset stomach, nausea and vomiting while my husband started passing blood in stools after taking this product!",
Deepak M.,Fake product received.,2,21 April 2021,"It was a fake product full of Cocoa Powder, seems like Optimum Nutrition does not get bothered by the genuinity any more outside India.",
