,review_helpful_vote,review_text,review_rating
2302,0,All are good . Then my purchase invoice copy not received. So kindly provide my documents.,5.0 out of 5 stars
2303,0,Awesome phone.. camera quality is very good. Best phone. Worth it!!,5.0 out of 5 stars
2304,One person found this helpful,Exalant phone ....,5.0 out of 5 stars
2305,0,Great,5.0 out of 5 stars
2306,0,Awesome mobile for best price,5.0 out of 5 stars
2307,0,I like the camera of this mobile. The photos in portrait mode are no less than DSLR camera.,5.0 out of 5 stars
2308,One person found this helpful,Best for battery back up,5.0 out of 5 stars
2309,0,Battery life is great. Overall the product is nice,5.0 out of 5 stars
2310,0,"Less discount, HDFC Card holder got Rs. 7500/- more discount",1.0 out of 5 stars
2311,0,Genuine product .. happy with the delivery as well . Trustworthy seller .,5.0 out of 5 stars
2312,0,good but little bit heavy,5.0 out of 5 stars
2313,0,It’s misbehaving,1.0 out of 5 stars
2314,0,I am not finger Sprint,5.0 out of 5 stars
2315,0,This is really a awesome phone in mid range .. please buy it and ruined your life,5.0 out of 5 stars
2316,0,I was supposed to get a fast charging adapter but they sent the old model adapter,1.0 out of 5 stars
2317,0,It doesn't have a supreme iPhone look but at a good price,4.0 out of 5 stars
2318,0,Looks are xcellent,4.0 out of 5 stars
2319,0,Just started using it ... feels good so far ... delivery was fast,4.0 out of 5 stars
2320,One person found this helpful,Best iPhone ever,5.0 out of 5 stars
2321,0,It’s iPhone,5.0 out of 5 stars
2322,0,100% genuine product. Super fast delivery.,5.0 out of 5 stars
2323,One person found this helpful,It’s little over weight comparatively 6S,5.0 out of 5 stars
2324,0,"It’s a really good phone, must go for it. But I got the 128GB variant in discount for 46k",5.0 out of 5 stars
2325,0,"Nice product, No fingerprint reader for this mobile,",5.0 out of 5 stars
2326,0,"Was not provided with lighting cable , it comes as an inbox accessory with the iPhone XR.",3.0 out of 5 stars
2327,0,"It has very cool new features and it is very easy to use and it is best for gaming ,etc..",4.0 out of 5 stars
2328,0,Battery still must be improved and 12 w charger must be included in box for fast charging,4.0 out of 5 stars
2329,0,Received this with good packaging. iphone is working efficient. No complaint the product.,5.0 out of 5 stars
2330,0,Best battery iphone till date,5.0 out of 5 stars
2331,One person found this helpful,Excellent,5.0 out of 5 stars
2332,0,Amazing cell ph... battery and the camera is great as well...Thank you Amazon,5.0 out of 5 stars
2333,0,Good,5.0 out of 5 stars
2334,0,Nice phone in this price..!!,5.0 out of 5 stars
2335,0,Thanks amazon for wonderful product at best price,5.0 out of 5 stars
2336,0,Thank you for the excellent service and the phone,5.0 out of 5 stars
2337,0,Good,5.0 out of 5 stars
2338,0,Awesome,5.0 out of 5 stars
2339,0,Incredible Battery Life,5.0 out of 5 stars
2340,0,Excellent phone....wow....,5.0 out of 5 stars
2341,0,Best phone ever,5.0 out of 5 stars
2342,0,Value for money,5.0 out of 5 stars
2343,0,Overall it is great phone but you should think twice to go for an iPhone,5.0 out of 5 stars
2344,One person found this helpful,Awesome,5.0 out of 5 stars
2345,0,Good experience,5.0 out of 5 stars
2346,0,Got this at an offer price of 39k. The Phone justified the amount i spent for it,5.0 out of 5 stars
2347,0,Excellent,5.0 out of 5 stars
2348,0,Everything is good as per promising,5.0 out of 5 stars
2349,One person found this helpful,Battery,4.0 out of 5 stars
2350,0,Great phone.... Correct pricing !!  good battery and fab camera .,5.0 out of 5 stars
2351,0,Very good product but amazon service for prime member is very bad totally bad experience,5.0 out of 5 stars
2352,One person found this helpful,Average,5.0 out of 5 stars
2353,One person found this helpful,Not gud,1.0 out of 5 stars
2354,0,Best,5.0 out of 5 stars
2355,0,Everything is super awesome,5.0 out of 5 stars
2356,0,U need a i phone user,5.0 out of 5 stars
2357,0,Face ID is superb. Overall a good phone.,5.0 out of 5 stars
2358,0,"Battery life long and fast , than other i phone products",5.0 out of 5 stars
2359,0,The best phone in 40k segment. Battery life is also good.,5.0 out of 5 stars
2360,0,Liked this phone & was available at good prices....in amazon festival season...,5.0 out of 5 stars
2361,0,Amazing battery life,5.0 out of 5 stars
2362,0,Exceptional phone with great faceid & long lasting battery life,5.0 out of 5 stars
2363,One person found this helpful,Superb,5.0 out of 5 stars
2364,0,One word :- Awesome at such price,5.0 out of 5 stars
2365,0,"Product was defective not working hasdsfree properly and product was duplicated,",1.0 out of 5 stars
2366,0,Good but front camera is not as expected,4.0 out of 5 stars
2367,0,"Osm , fantastic and perfect or more than perfect",5.0 out of 5 stars
2368,0,Amazing IPhone XR,5.0 out of 5 stars
2369,0,Satisfied quality ?,5.0 out of 5 stars
2370,0,Thanks to Amazon... giving great discount on big billion days.. I bought it 40000 rs...,4.0 out of 5 stars
2371,One person found this helpful,Nice phone,5.0 out of 5 stars
2372,0,OK,3.0 out of 5 stars
2373,0,Shirt time Price drop,5.0 out of 5 stars
2374,One person found this helpful,Nothing,1.0 out of 5 stars
2375,0,"Battery life is the best even in an iPhone, stereo speakers is amazing",5.0 out of 5 stars
2376,0,Perfect model,5.0 out of 5 stars
2377,0,Every thing good  but unit getting slight heat while using in network.,3.0 out of 5 stars
2378,0,Best iPhone I have ever used and at a lowest cost it was only ?38000 thanks amazon,5.0 out of 5 stars
2379,0,Great Product,5.0 out of 5 stars
2380,0,Worth for the Money,5.0 out of 5 stars
2381,0,Awesome,5.0 out of 5 stars
2382,0,awesome but heavier,5.0 out of 5 stars
2383,One person found this helpful,Best price,5.0 out of 5 stars
2384,0,Nothing to say as we all know about iPhone,5.0 out of 5 stars
2385,0,"Good product, also recommended u to buy",5.0 out of 5 stars
2386,0,Amazing experience,5.0 out of 5 stars
2387,0,Value for money users interface m happy buying the new phone from you,5.0 out of 5 stars
2388,0,Good phone only with discount i purchase for 40 k with bank discount.,5.0 out of 5 stars
2389,0,"Overall Good Experience, just not happy with camera result within this price.",5.0 out of 5 stars
2390,0,It user friendliness,2.0 out of 5 stars
2391,0,Loving it...,5.0 out of 5 stars
2392,0,Superb???,5.0 out of 5 stars
2393,0,Excellent phone,5.0 out of 5 stars
2394,0,Master piece,5.0 out of 5 stars
2395,0,Everything is good,5.0 out of 5 stars
2396,0,Increase your budget to 15k & go for 11 for better performance,5.0 out of 5 stars
2397,0,Best for the range,4.0 out of 5 stars
2398,0,Good in all ways..,5.0 out of 5 stars
2399,0,Apple always oswam,5.0 out of 5 stars
2400,One person found this helpful,Good,5.0 out of 5 stars
2401,One person found this helpful,Good,3.0 out of 5 stars
2402,One person found this helpful,Vhjm,5.0 out of 5 stars
2403,0,Superb battery life clear stero sound effect Fantastic pics equivalent to DSLR Camera,5.0 out of 5 stars
2404,0,Good product worth for money ?,5.0 out of 5 stars
2405,0,I haven't got any bill related to by prodect I really disappointed I want the original bill,1.0 out of 5 stars
2406,0,Best phone in this range,5.0 out of 5 stars
2407,0,nice phone also fast deliver thank you amazon,5.0 out of 5 stars
2408,0,There is no finger-print reader for iPhone XR,5.0 out of 5 stars
2409,One person found this helpful,Nice,5.0 out of 5 stars
2410,0,Dream come true...,5.0 out of 5 stars
2411,0,Product quality was great though it arrived a day later than promised,5.0 out of 5 stars
2412,0,"Feature loaded phone got it for 39,999 absolute steal at this price.",5.0 out of 5 stars
2413,0,Very nice phone..i m very happy with it,5.0 out of 5 stars
2414,0,Amazon delivers the best product,5.0 out of 5 stars
2415,0,Recommended,5.0 out of 5 stars
2416,0,It is worth to buy IPhone XR,4.0 out of 5 stars
2417,0,The phone was good but I had an issue updating my iPhone but it went through at last,4.0 out of 5 stars
2418,0,"The only problem with iphone was battery life, but iphone xr battery life is awesome",5.0 out of 5 stars
2419,0,Best smartphone but too costly,5.0 out of 5 stars
2420,0,The Best in the world mobile phone XR,5.0 out of 5 stars
2421,0,It’s a great phone . Except battery I feel all is well,5.0 out of 5 stars
2422,0,Handsome very good software and phone,5.0 out of 5 stars
2423,0,Fantastic phone,5.0 out of 5 stars
2424,0,In this price an international brand its a good deal camera and battery awesome,4.0 out of 5 stars
2425,0,Loved it,5.0 out of 5 stars
2426,0,I’m not a new person in using iPhone but this Completely covered all my needs ?,5.0 out of 5 stars
2427,0,Better then I expected.,5.0 out of 5 stars
2428,0,Extremely user friendly,5.0 out of 5 stars
2429,0,I like with photography work,5.0 out of 5 stars
2430,0,Nice product,5.0 out of 5 stars
2431,0,Phone is very good but packaging was not warped with bubble wrapper,5.0 out of 5 stars
2432,0,Great product by Apple as always and a lot soft delivery by Amazon.,5.0 out of 5 stars
2433,0,Everything is great about this phone! No complaints at all!,5.0 out of 5 stars
2434,0,Using iPhone for the first time and it gives me a good feel,5.0 out of 5 stars
2435,0,Everything is perfect should include bokeh mode for objects,5.0 out of 5 stars
2436,0,It is only good at security feature but not as good as over all Android smart phone.,5.0 out of 5 stars
2437,0,It’s amazing iPhone long battery life and also camera quality is so cool ?,5.0 out of 5 stars
2438,0,Awesome phone...advanced face recognition even in dark room..totally worth.,5.0 out of 5 stars
2439,0,Always awesome,5.0 out of 5 stars
2440,0,the phone was given with 1 year warranty and 1 free screen replacement,5.0 out of 5 stars
2441,One person found this helpful,"Good,Durable and full value of money",5.0 out of 5 stars
2442,One person found this helpful,Ok,4.0 out of 5 stars
2443,0,Like,5.0 out of 5 stars
2444,0,Good,5.0 out of 5 stars
2445,0,Super Camera..,5.0 out of 5 stars
2446,0,It is a wonderful mobile really if u want to buy,4.0 out of 5 stars
2447,0,Just wonderful !,5.0 out of 5 stars
2448,0,Very good mobile,5.0 out of 5 stars
2449,0,iPhone XR is gr8,5.0 out of 5 stars
2450,0,Just another waao product by apple??,5.0 out of 5 stars
2451,0,Great camera quality,5.0 out of 5 stars
2452,0,Top notch device..just powered everything battery backup is unbelievable,5.0 out of 5 stars
2453,0,Best,5.0 out of 5 stars
2454,0,Nice,5.0 out of 5 stars
2455,0,Nice phone,5.0 out of 5 stars
2456,0,Display is the only lacuna as per my expectation.,4.0 out of 5 stars
2457,0,Gr8 experience with xr,5.0 out of 5 stars
2458,0,Worst product,1.0 out of 5 stars
2459,0,As usual amazing performance just one problem with battery issue!!,5.0 out of 5 stars
2460,0,"Great phone. I got it at 48K, not bad for 128 GB. Thank you Amazon",5.0 out of 5 stars
2461,0,No finger print reader,5.0 out of 5 stars
2462,0,it is working as iron box.It does not meet my expectations,1.0 out of 5 stars
2463,0,Nice I phone got at ever lowest price of 42999 with 128 gb . Thank u amazon,5.0 out of 5 stars
2464,0,Value for money,5.0 out of 5 stars
2465,0,This has only face recognition and no fingerprint sensor .,4.0 out of 5 stars
2466,0,I want my mobile bill on my e mail id,5.0 out of 5 stars
2467,0,Nice phone and good deal by Amazon.,5.0 out of 5 stars
2468,0,No question about it,5.0 out of 5 stars
2469,0,One of the best,5.0 out of 5 stars
2470,0,Amazing going back to Apple again after 4 years. Great phone,5.0 out of 5 stars
2471,0,Worth for every penny,5.0 out of 5 stars
2472,0,"Phone performance, battery life and camera Quality is assessment.",5.0 out of 5 stars
2473,0,Bad phone apple need to focus on battery rather then no of camera,3.0 out of 5 stars
2474,0,Need to have some good focus on camera... rest all is perfect...!,5.0 out of 5 stars
2475,0,A no complain product if not considered the battery life.,4.0 out of 5 stars
2476,0,It's smilpy ossum!!!,5.0 out of 5 stars
2477,0,Too good! I gifted it to my husband n he really loved it. The product is amazing!,5.0 out of 5 stars
2478,0,Just fantastic,5.0 out of 5 stars
2479,0,Awesome IPhone you’ll ?? It,5.0 out of 5 stars
2480,0,Weight is more rather everything is good,5.0 out of 5 stars
2481,0,Love this product...,5.0 out of 5 stars
2482,0,Amazing battery life and fluid interface.,5.0 out of 5 stars
2483,0,Nice phone and battery life is superb. Camera is also excellent .,5.0 out of 5 stars
2484,0,High performance great job amazon,5.0 out of 5 stars
2485,0,i bought this iphone but charger is not working from the first day what should i do,1.0 out of 5 stars
2486,0,"Awesome phone, got it at a great price during Amazon Diwali Sale",5.0 out of 5 stars
2487,0,The best product and offer is delivered here at Amazon??,5.0 out of 5 stars
2488,0,Fingerprint reader is not in this phone. So I can’t give,5.0 out of 5 stars
2489,0,Super and very good model in iPhone... I got for RS-37999 in Diwali sale,5.0 out of 5 stars
2490,0,Amazing phone and supplied right on time by the retailer. 5 stars for the phone.,5.0 out of 5 stars
2491,0,Awsome Seller Awsome Price Awsome Product.,5.0 out of 5 stars
2492,0,"Nice phone,good battery life,best camera Quality",4.0 out of 5 stars
2493,0, Very nice product and fast delivery,3.0 out of 5 stars
2494,0,Defective product received,1.0 out of 5 stars
2495,0,One of the best phone available in market,5.0 out of 5 stars
2496,0,This I phone is the best ever iPhone I ever used. It is very sleak and also looks very premium.,5.0 out of 5 stars
2497,0,Love this phone! Awesome... totally in love..,5.0 out of 5 stars
2498,0,Awesome,5.0 out of 5 stars
2499,0,Got dream phone for real life management,5.0 out of 5 stars
2500,0,Genuine Apple product. Timely delivered.,5.0 out of 5 stars
2501,0,Makes screeechy noise at full noise otherwise the phone is good,5.0 out of 5 stars
2502,0,If you're Apple lover don't think about reviews just buy it,3.0 out of 5 stars
