"review_name","review_rating","review_title","review_text","review_helpful_vote"
"Aditi bagchi","5.0 out of 5 stars","Same as mentioned in the site","Fridge bottle mainly
Sometimes I carry it in my bag also",""
"neha","2.0 out of 5 stars","Steel Layer is quite thin","bottle is not sturdy, a big no!",""
"Sudharshan","4.0 out of 5 stars","Milton steel","It's not leakproof, otherwise good product",""
"Customer","5.0 out of 5 stars","Problem in packaging","The package that was delivered was open inside. The Milton box that I received with it was damaged and looked like someone has used it already.",""
"Fenil Shah","5.0 out of 5 stars","Great product","It's less than 1liter...but overall good product",""
"S H SHUKLA","5.0 out of 5 stars","Steel bottle","Durability",""
"Kiran","3.0 out of 5 stars","Not great","Ok. Leak proof but not great quality",""
"Ashutosh","5.0 out of 5 stars","Best product","Its a good product for daily use",""
"abhishek singh","4.0 out of 5 stars","Great...","using roughly from two month but find no issue.",""
"Megha","3.0 out of 5 stars","Leaky bottle","This bottle is not leak proof at all. It is a really bad choice for carrying liquids while travelling.",""
"Divya","2.0 out of 5 stars","Bad quality","Hate it.. delicate material not worth for 320",""
"Amazon Customer","5.0 out of 5 stars","Good value for money","It is a good product. I like the fact that it is 304 grade steel which is better than many other options available.",""
"vaishali","2.0 out of 5 stars","colour issue","I want in steel original. It's good product but got it in pink colour",""
"Amazon Customer","5.0 out of 5 stars","Gud bottle officially use.","Gud quality for officially using and I think this only storage for worm water and cold water, and not gud for hot water storage.",""
"Salim Pathan Sir","5.0 out of 5 stars","Best products","Good quality.",""
"Yamasani srinivas","1.0 out of 5 stars","It is not a cool bottle","We want cool bottle",""
"ram","2.0 out of 5 stars","Water bottle do't buy the online. In side bottal unfinished products is came.","In side bottal unfinished products is came.",""
"gurbax singh","5.0 out of 5 stars","Much better than plastic bottles","Capacity should be about 2 litres",""
"Akesh kandle","3.0 out of 5 stars","Bad product","Disliked",""
"Seenu","4.0 out of 5 stars","Good One","Easy to clean & leak proof. Liked it",""
"Sundar Vns","4.0 out of 5 stars","Good product","Superb quality, very good product",""
"Priya Prasad","3.0 out of 5 stars","Good","Quite good",""
"Riny","5.0 out of 5 stars","Very good product excellent 👌","Good product, easy-to-clean, good quality stainless steel.",""
"Manoj Dhakar","1.0 out of 5 stars","Very bad Qulity","बिलकुल हल्की है और पानी को गर्म या ठंडा रखने में कोई मदद नही करती हैं",""
"latifur z.","1.0 out of 5 stars","Purchaged 2 same bottle but both are differ in size.i have doubt on brand (Milton).","Doubt on brand.",""
"kunal","2.0 out of 5 stars","Scratches on the bottle. Dent is there","Ok",""
"AKASH","4.0 out of 5 stars","Good","Awesome to have these items",""
"Nilotpal Singha","4.0 out of 5 stars","Good","Good",""
"Gaurav","4.0 out of 5 stars","Price for brand onlu","Quality is ok but I think price is high as compare to product.",""
"Faizan","4.0 out of 5 stars","Good","Good",""
"Priya Nair","4.0 out of 5 stars","quite tall bottle","leak proof, good, dents if dropped",""
"Unknown","4.0 out of 5 stars","Good","Good",""
"mukesh kumar chaurasia","4.0 out of 5 stars","Handy","Good",""
"deepak tripathi","5.0 out of 5 stars","value for money","durability",""
"Kirti Gupta","5.0 out of 5 stars","Nice one","Good bottle, love it easy to carry bcz of this bottle I use to drink 4 litr water every day",""
"Virender Singh","3.0 out of 5 stars","Used/damaged product","The product was in little damaged condition",""
"Amit","5.0 out of 5 stars","Durable product","Writing review after using it for almost an year
Pros :
Great bottle, easy to use and easy to carry
light weight
does not leak at all
Cons:
single layer of steel
gets heated too much while using for hot water",""
"V Rana ji","5.0 out of 5 stars","Thanks again Amazon","I like it",""
"jyoti janghela","4.0 out of 5 stars","Waooo","Very good quality",""
"Sanu Kumar dalai","4.0 out of 5 stars","Good","Good",""
"senthilkumar","4.0 out of 5 stars","Milton water bottle","Good product on time delivery. Plastic odor for few days.",""
"Amazon Customer","1.0 out of 5 stars","dont buy this brok in 2 months","not durable, leaked in my bag small crack occure while traveling, my laptop also damaged by water, dont buyy",""
"Shobhraj","1.0 out of 5 stars","Water leakage","Facing water leakage issue within 15 days",""
"ANSHUL","4.0 out of 5 stars","Good","Good",""
"Sivakumar","5.0 out of 5 stars","Cool look","Leak proof, easy to clean and cool look",""
"Sanoj Sahadevan","4.0 out of 5 stars","Not Using plastic for a hot container","Inside the cap using plastic it is dislike factor.",""
"Amazon Customer","3.0 out of 5 stars","Fowl smell","It is giving a fowl smell may be because of the material used in cap or I don't know but it's giving a fowl smell",""
"Rutuja mungare","4.0 out of 5 stars","Nice product","Nice product",""
"Neetha","4.0 out of 5 stars","Good","Good",""
"Lalita","2.0 out of 5 stars","Bottle","Duplicate product and playing with customers wasting their money please don't buy",""
"Amazon Customer","4.0 out of 5 stars","Good","Good",""
"ritu kakade","5.0 out of 5 stars","Very good","The bottle is very good, liking the product",""
"Shivam","4.0 out of 5 stars","Awesome","Nice",""
"Ritik sharma","4.0 out of 5 stars","Nice","Nice",""
"SRIKANTH G","4.0 out of 5 stars","Ok","Ok",""
"shubham","3.0 out of 5 stars","Not made up of hard material.","Not made up of hard material, once your bottle fall down it will having big dent.",""
"Aditya Thiyagarajan","4.0 out of 5 stars","Worth for the price","Good quality product, but not strong though. It gets dented upon an accidental drop.",""
"Md Tarique Ansari","4.0 out of 5 stars","Average","Average",""
"Saumya singh","5.0 out of 5 stars","Good product","Good product, just one layer steel so it is not like an insulated flask but is good for use as a bottle",""
"Dr. Buyer","4.0 out of 5 stars","The product is good but lacks durability.","The bottle got disfigured after it slipped from my hand once.",""
"Swostipriya Nayak","5.0 out of 5 stars","Woo","Very comfortable to use",""
"S.Kishore Kumar","3.0 out of 5 stars","Milton water bottle - Reliable as always","Likes : Minimalisitic design , Leakproof , Maintains temperature to some extent
Dislikes : Prone to dents and scratches",""
"Raj","4.0 out of 5 stars","Perfect bottle","Light weight but nice bottle.",""
"@Sonju","5.0 out of 5 stars","Worth of money","Good product.",""
"Bhaskar Rao","4.0 out of 5 stars","Value for money","Nothing",""
"Rakhi Nag","4.0 out of 5 stars","Good","Easy to clean
Children cannot take in the schoo",""
"Amazon Customer","5.0 out of 5 stars","Good product","Good product.value for money",""
"Anoop kumar","1.0 out of 5 stars","Quality not good","Quality not good",""
"Sanskruti Rajput","5.0 out of 5 stars","Worth the money","The product is very good.",""
"DEEP BISWAS","4.0 out of 5 stars","Nice to have.","Looks n feel like a premium product. It is healthy to use such bottles.",""
"nitin shukla","4.0 out of 5 stars","It's time to stop using plastic","Durable , easy to clean",""
"Soumilya Das","4.0 out of 5 stars","So far so good","Good",""
"U Akash","4.0 out of 5 stars","About leakage","It will leak a bit",""
"Hamed Hannain","1.0 out of 5 stars","Check leakage or quality","Its damage and low quality steel Milton used",""
"HP","5.0 out of 5 stars","Superb","Good",""
"pradipta swain","5.0 out of 5 stars","Good","Good",""
"Ritu kapoor","4.0 out of 5 stars","Q","C sq",""
"Mayurika Patel","1.0 out of 5 stars","Not worth buying","Not really a milton product. Water didn't stay warm or cool.",""
"Rajesh sahu","1.0 out of 5 stars","Bahut hi ghatia product. Hai rate ke hisab se iska price 50/- Rs hi ona chahiye","Bakswas product hai",""
"Somani sushil","5.0 out of 5 stars","Must use instead of plastic bottle","All good",""
"Mani","4.0 out of 5 stars","Good","Good product",""
"Shivamchauhan","5.0 out of 5 stars","Amazing product","Value of money",""
"rahul","4.0 out of 5 stars","👍","👍",""
"Partha Pratim Pal","4.0 out of 5 stars","Good product","Like",""
"G.Purna Rao","3.0 out of 5 stars","Go for thermosteel not unisteel","If u want to keep water warm or cool for more time, then go for thermosteel. Unisteel will lose it in 2 hours.",""
"Avik ghosh","5.0 out of 5 stars","What a look","Nice product",""
"Ankush","3.0 out of 5 stars","Can be better","Pretty thin , no flask, so can't keep the water hot is cold for that long",""
"Krishnaraju","5.0 out of 5 stars","It's perfect","Build quality is awesome",""
"amsaveni","5.0 out of 5 stars","Gud","Gud",""
"Amazon Customer","3.0 out of 5 stars","Good....go for it","Easy to carry...good quality",""
"yathi raj keshava","5.0 out of 5 stars","Good travel","Looks good ...needed 1.5l could not find",""
"Anupam Dhara","4.0 out of 5 stars","Worthy","Nice at this price 315",""
"Narendra babu","5.0 out of 5 stars","Super good product","Good",""
"Neha","4.0 out of 5 stars","Nice product","Mouth of the bottle is too wide..",""
"sushil singh","4.0 out of 5 stars","Ok product","It's a value for money product",""
"Shibaji Roy","5.0 out of 5 stars","Worth it","Good product, using it regularly and satisfied. Recommended.",""
"Ss","3.0 out of 5 stars","Good","Quality is ok but bottle is not stable. It falls even with little shake of table.",""
"Madan gopi","5.0 out of 5 stars",".","Nice",""
"Amazoning","4.0 out of 5 stars","Good","Good overall",""
"Suman","5.0 out of 5 stars","Good","Very nice",""
"Prachi","4.0 out of 5 stars","Easy to clean","Bottles are leak proof.",""
"Niren Shah","1.0 out of 5 stars","Not at all good","The bottle quality is very bad. It's even leaking .",""
"Alex","5.0 out of 5 stars","Durable, slim, sufficient","I liked the shape of bottle, it is easy to carry in bag pockets",""
"Ganesh Mohan","5.0 out of 5 stars","Don't go for the blue","Don't go for the blue. The paint will start coming off soon",""
"Angel","3.0 out of 5 stars","Good product","A good product for day today use by children, slightly costly.",""
"AkR","4.0 out of 5 stars","Not best quality","The steel easily gets distorted upon a fall. Not completely leakproof too.",""
"Srinivasarao akkina","5.0 out of 5 stars","Good quality product","Good product and fast delivery and best product",""
"Mrinmoyee Jana","1.0 out of 5 stars","bottle is leaking out of the liquid.I hope I can get another one.","Leakage",""
"Vasanth kumar","5.0 out of 5 stars","Value for money","Good",""
"Amazon Customer","2.0 out of 5 stars","Good product spoilt by terrible cap quality and design.","Good product spoilt by terrible cap quality and design.",""
"RAKSHIT","4.0 out of 5 stars","Cool...","Easy to carry and the water 2-3 hours",""
"Navdeep","5.0 out of 5 stars","Gud one","Satisfied with the product..
Thnx Amazon",""
"vivek","2.0 out of 5 stars","Average","No longer maintain temperature",""
"Amazon Customer","4.0 out of 5 stars","Good","Yes",""
"prabhu navalgund","5.0 out of 5 stars","SS water bottle","Good but price bit high for this",""
"Shreyas padyal","4.0 out of 5 stars","Nice product","Really good product...value for money in this range!!!",""
"Parthi","3.0 out of 5 stars","Easily gets dent","Sort of ok",""
"A Rai","4.0 out of 5 stars","Considerable","Leak proof..u can consider.",""
