"review_name","review_rating","review_title","review_review_text","review_helpful_vote"
"G narayana reddy","5.0 out of 5 stars","Nice excellent but missing charger not corect","Camera quality is excellent, battery life is also ok. Compare to android not much. But good recently quite. I am first time user, apple company sells now separate every part business like . This is not corect","2 people found this helpful"
"Rahul Solao","4.0 out of 5 stars","I Phone 12","Best mobil",""
"Aman","5.0 out of 5 stars","Amazing All-rounder","You can get good phones for cheaper. You can also get phones with certain features that you don’t get here. But if you are looking for the most well rounded phone that ticks all the right boxes with sheer simplicity, this is for you.","One person found this helpful"
"Malavika Nair","5.0 out of 5 stars","Awesome phone. Very handy too.","Absolutely loving this device. I switched from Android to Apple and the transition was very smooth.",""
"TsNarayanan","5.0 out of 5 stars","Best Iphone till date..kudos to Apple","Pros:
OLED Screen
Longer battery life
Best in class chip
Security
No heating",""
"Ashish chaudhary","5.0 out of 5 stars","Super fast delivery by Amazon perfect phone camera is better than iPhone 11","Super fast delivery by Amazon perfect phone camera is better than iPhone 11","One person found this helpful"
"Con","5.0 out of 5 stars","Superb","I’m an iPhone fan and I loved this phone",""
"Naveen Balaji","5.0 out of 5 stars","Smooth Performance","The iPhone design is perfectly balanced and the ios offers a smooth performance. A Happy customer ☺️.
Battery 🪫 is getting drained quickly.",""
"Amazon Customer","5.0 out of 5 stars","Great","Compact phone with great display,good battery life,fast charging,good camera.Overall paisa wasool phone",""
"Krish sharma","5.0 out of 5 stars","Speed abs oled display","Nice look",""
"Joginder Nath","5.0 out of 5 stars","I am happy with my new iphone","iPhone 12 is really versatile mobile phone, for my business and social media, scanning and nice in size.",""
"Sm Belal","5.0 out of 5 stars","Apple IPhone 12 Green Colour 64 Gb Unboxing","I don’t have any words to describe of this Phone camera, Performance model Design everything is mind blowing I am so glad after bought this Phone you should purchase this 😇","7 people found this helpful"
"Abhay","1.0 out of 5 stars","Paise pure bekar hai koi khas baat nhi hai","Network ki bhi problem hai
Kuchh app bhi nhi chalate",""
"Jayapal","5.0 out of 5 stars","Excellent Phone","Never disappointed with any Apple purchases. Excellent phone and good upgrade from iPhone 8 to 12.",""
"abhishek kumar","4.0 out of 5 stars","Ok","Price is of brand only ,nothing else","One person found this helpful"
"AVNR","5.0 out of 5 stars","Good to have such a beautiful phone","Found all features as tabled in the manual. Excellent product from Apple",""
"Shiva","4.0 out of 5 stars","iPhone wins of battery would have been better","Exceptional except the battery",""
"Vishnu Allampalli","5.0 out of 5 stars","Iphone 12 review","Good product it is little bit smaller than iphone 11 and iphone xr design is nice it is litter colour than xr and iphone 11 i face issue that face id is opening by my brother face.it is fixed after reset the face id.","3 people found this helpful"
"N S CHAHAR","3.0 out of 5 stars","Game play time is heating for iphone12 NOT buy please.","Not buy for seller please game time is heating problam.",""
"Hemin chauhan","2.0 out of 5 stars","Very nice product","Lovely product",""
"vineeth","4.0 out of 5 stars","Worth","I just love the phone",""
"Ashish Joshi","5.0 out of 5 stars","Best","Battery life is good
Camera - best in smart phone
No fingerprint sensor
Everything is best",""
"Nijanth Reddy","4.0 out of 5 stars","Good","Not bad",""
"Yogesh","5.0 out of 5 stars","Nice I phone","Good Cell Phone
Works very well
Smooth excellent Working
Excellent Camera
Excellent face recognition
Light weight
Battery is ok ok
Delivered on time",""
"Anuj Jain","4.0 out of 5 stars","Nothing to think before buying.. excellent performance.. excellent phone","Camera is perfect..no doubt..but rate should be low..",""
"Rishu Rishabh","5.0 out of 5 stars","Every thing is good ....it lacks a figerprint sensor ..afterall we all know about it","Apple is always great ...it gives whatever it tells",""
"Chiranjiv Dutta Gupta","5.0 out of 5 stars","Iphone 12","World's No.1 premium smartphone brand not only by words but by performance as well 👌🏼",""
"Rickey","5.0 out of 5 stars","Thanks Amazon !!","Got my IPhone 12 (128GB)..Very Happy with the product..Thanks Amazon",""
"Amazon Customer","5.0 out of 5 stars","Decent Phone","Well been using it for 2 weeks now. Phone is pretty good. If you can afford it you should buy it.",""
"shabana","4.0 out of 5 stars","battery","battery life is not gud",""
"Aziz khatri","5.0 out of 5 stars","Superb over all","Superb quality n osm picture capturing quality better then DSLR but battery backup is only for 6hr",""
"V RAMAKRISHNA","4.0 out of 5 stars","Super","Good",""
"Arman Singh","4.0 out of 5 stars","Over priced","Phone is good but over priced",""
"Sumit S.","2.0 out of 5 stars","Not good","Apple is just now making money",""
"Rishav R.","5.0 out of 5 stars","Best phone","The best phone I have ever used. This phone is flawless enjoying every bit of it.!!❤️",""
"Poonam Raval","5.0 out of 5 stars","My first iphone","Superb filling. My first apple product.
Only diss pointment is adapter is not there in box.",""
"Parminder Singh","5.0 out of 5 stars","Excellent performance","Everything about the phone can be described in a single word ‘awesome’.",""
"Rakeshbhai Gupta","5.0 out of 5 stars","worth upgrading","Amazing iPhone, worthy update
have to buy a type-c supported charging adaptor for charging
good display
decent battery life
nice night clicks
overall worthy upgrade from classic iPhone
buy apple original 20w adaptor for charging, it fill battery faster than any other adaptor","13 people found this helpful"
"Vineeth","5.0 out of 5 stars","Fantastic","Best mobile in the present market
#2021",""
"Samrat Das","5.0 out of 5 stars","flagship phone","Best battery backup in all iPhone models. No lag. Nice face recognition in dark places too. Happy with this phone. Decent deal from Amazon.",""
"Yash kulshreshtha","1.0 out of 5 stars","Make your word trustworthy as your psycho path won't work","Delivered a day before scheduled but i have a heating issue while charging iphone 12 , representative ask me to go apple centre and ask them to make a paper of non compliance. Why you didn't mentioned here for returning policy over app ...or i have to cross check to make a order everytime.
I offer 60k for a phone why should I got defeacted.
Make ur representative classic but didn't expect i would also ask classicly",""
"Ankit Malhan","5.0 out of 5 stars","Great device","Iphone 12 photography",""
"Amazon Customer","5.0 out of 5 stars","Incredible display and battery","This phone is awesome. What I really felt great abt is the battery life and display. Although the charging time is approx 2 hrs.",""
"Amazon Customer","3.0 out of 5 stars","What's new with 12?","Apple has dropped ear phone and charger adapter from pack. Charger adapter are required for first time users. Atleast there should be an option to.
Whatsup and FB should be part of started apps now.
It's too early to comment on newer model, but nothing much changes as far as UI is concerned it still same icons which were ther for iphone 5. Doesn't feel you are bpught phone 4 years ago.",""
"palani","1.0 out of 5 stars","Beware of exchange","My existing iPhone was not exchanged and the reasons too weren't cited. The existing phones were in good condition. I dare Amazon to give me the reasons for not exchanging it if they have one. So don't fall for the exchange pray, appears to be a ploy. My umpteen emails to Amazon customer service on this topic was unanswered and finally upon escalation, the Executive CS team wrote back stating that the reasons for exchange can't be shared as it's an internal communication of theirs. Quite absurd! I quote below the etracts of their email dated 25th Aug 2021... Quote: I've reviewed your concern and see that our customer service team was able to address your issue concerning your exchange being denied. We are unable to provide internal information about the reason for exchanges being denied. Unquote:
Now that's a complete surprise to a customer... If my phone doesn't gets exchanged, as customers I need to know the reasons too.. denial by Amazon to give a reason implies here that the exchange options are a gimmick to lure in customers to buy Phones on their online store.. Definitely, never expected Amazon to behave in this manner. Asides, Amazon CS took conveniently more than 2 weeks to respond to my emails and when they have responded the return window too is closed!!! Sad :(","10 people found this helpful"
